# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-09-03 22:27:41 EDT       (sdww02)
#
# Data for the following 25 site(s) are contained in this file
#    USGS 02240783 HATCHET CREEK NR FAIRBANKS,FL
#    USGS 02240806 LITTLE HATCHET CREEK AT GAINESVILLE,FL
#    USGS 02240900 NEWNANS LAKE NR GAINESVILLE, FLA.
#    USGS 02240902 PRAIRIE CREEK NEAR GAINESVILLE, FL
#    USGS 02240954 HOGTOWN CREEK NEAR ARREDONDO, FL
#    USGS 02240956 HAILE SINK NEAR ARREDONDO, FL
#    USGS 02240958 LAKE KANAPAHA AT ARREDONDO, FLA.
#    USGS 02240976 TUMBLIN CREEK AT GAINESVILLE,FL
#    USGS 02240980 BIVANS ARM NR GAINESVILLE, FLA.
#    USGS 02240982 BIVANS ARM AT GAINESVILE,FL
#    USGS 02240988 SWEETWATER BRANCH AT GAINESVILLE,FL
#    USGS 02241000 CAMPS CANAL NEAR ROCHELLE, FL
#    USGS 02241900 LOCHLOOSA CREEK AT GROVE PARK, FLA.
#    USGS 02242400 LOCHLOOSA LAKE AT LOCHLOOSA, FLA.
#    USGS 02242450 ORANGE LAKE AT ORANGE LAKE, FLA.
#    USGS 02242451 ORANGE LAKE OUTLET NEAR CITRA, FL
#    USGS 02242460 ORANGE CREEK NEAR ISLAND GROVE, FL
#    USGS 02242500 LOCHLOOSA SLOUGH NR LOCHLOOSA, FLA.
#    USGS 02320610 LITTLE SANTA FE LAKE NR WALDO FLA
#    USGS 02321500 SANTA FE RIVER AT WORTHINGTON SPRINGS, FLA.
#    USGS 02321900 PARENERS BRANCH NEAR BLAND, FL.
#    USGS 02321975 SANTA FE RIVER AT US HWY 441 NEAR HIGH SPRINGS,FL.
#    USGS 02322016 BLUES CREEK NEAR GAINSVILLE, FL
#    USGS 02322049 BAD DOG BRANCH NEAR ALACHUA, FL
#    USGS 02322050 SHILOH RUN NEAR ALACHUA, FL
# -----------------------------------------------------------------------------------
#
# Data provided for site 02321500
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00065     00003     Gage height, feet (Mean)
#    05   72020     00003     Elevation above NGVD 1929, feet (Mean), Tallahassee records
#    06   63160     00003     Stream water level elevation above NAVD 1988, in feet (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00065_00003	03_00065_00003_cd	06_63160_00003	06_63160_00003_cd
USGS	02321500	2008-02-20	64	A	9.34	A		
USGS	02321500	2008-02-21	63	A	9.32	A		
USGS	02321500	2008-02-22	92	A	9.85	A		
USGS	02321500	2008-02-23	166	A	10.81	A		
USGS	02321500	2008-02-24	188	A	11.06	A		
USGS	02321500	2008-02-25	196	A	11.15	A		
USGS	02321500	2008-02-26	236	A	11.52	A		
USGS	02321500	2008-02-27	284	A	11.93	A		
USGS	02321500	2008-02-28	300	A	12.05	A		
USGS	02321500	2008-02-29	309	A	12.12	A		
USGS	02321500	2008-03-01	307	A	12.11	A		
USGS	02321500	2008-03-02	294	A	12.00	A		
USGS	02321500	2008-03-03	271	A	11.83	A		
USGS	02321500	2008-03-04	248	A	11.65	A		
USGS	02321500	2008-03-05	241	A	11.58	A		
USGS	02321500	2008-03-06	213	A	11.33	A		
USGS	02321500	2008-03-07	257	A	11.66	A		
USGS	02321500	2008-03-08	639	A	13.77	A		
USGS	02321500	2008-03-09	731	A	14.10	A		
USGS	02321500	2008-03-10	945	A	14.68	A		
USGS	02321500	2008-03-11	1400	A	15.71	A		
USGS	02321500	2008-03-12	1620	A	16.12	A		
USGS	02321500	2008-03-13	1620	A	16.12	A		
USGS	02321500	2008-03-14	1420	A	15.75	A		
USGS	02321500	2008-03-15	1170	A	15.23	A		
USGS	02321500	2008-03-16	924	A	14.64	A		
USGS	02321500	2008-03-17	684	A	13.94	A		
USGS	02321500	2008-03-18	510	A	13.26	A		
USGS	02321500	2008-03-19	401	A	12.72	A		
USGS	02321500	2008-03-20	341	A	12.35	A		
USGS	02321500	2008-03-21	289	A	11.97	A		
USGS	02321500	2008-03-22	252	A	11.64	A		
USGS	02321500	2008-03-23	227	A	11.40	A		
USGS	02321500	2008-03-24	205	A:e	11.18	A:e		
USGS	02321500	2008-03-25	186	A:e	10.97	A:e		
USGS	02321500	2008-03-26	168	A:e	10.76	A:e		
USGS	02321500	2008-03-27	152	A:e	10.56	A:e		
USGS	02321500	2008-03-28	137	A:e	10.36	A:e		
USGS	02321500	2008-03-29	124	A:e	10.18	A:e		
USGS	02321500	2008-03-30	112	A:e	10.01	A:e		
USGS	02321500	2008-03-31	102	A:e	9.84	A:e		
USGS	02321500	2008-04-01	93	A	9.68	A		
USGS	02321500	2008-04-02	87	A	9.56	A		
USGS	02321500	2008-04-03	82	A	9.47	A		
USGS	02321500	2008-04-04	84	A	9.50	A		
USGS	02321500	2008-04-05	83	A	9.48	A		
USGS	02321500	2008-04-06	117	A	10.06	A		
USGS	02321500	2008-04-07	151	A	10.54	A		
USGS	02321500	2008-04-08	159	A	10.65	A		
USGS	02321500	2008-04-09	166	A	10.73	A		
USGS	02321500	2008-04-10	166	A	10.73	A		
USGS	02321500	2008-04-11	160	A	10.66	A		
USGS	02321500	2008-04-12	149	A	10.52	A		
USGS	02321500	2008-04-13	136	A	10.35	A		
USGS	02321500	2008-04-14	122	A	10.15	A		
USGS	02321500	2008-04-15	107	A	9.91	A		
USGS	02321500	2008-04-16	94	A	9.68	A		
USGS	02321500	2008-04-17	83	A	9.49	A		
USGS	02321500	2008-04-18	75	A	9.32	A		
USGS	02321500	2008-04-19	68	A	9.18	A		
USGS	02321500	2008-04-20	63	A	9.06	A		
USGS	02321500	2008-04-21	58	A	8.94	A		
USGS	02321500	2008-04-22	53	A	8.82	A		
USGS	02321500	2008-04-23	48	A	8.71	A		
USGS	02321500	2008-04-24	44	A	8.62	A		
USGS	02321500	2008-04-25	40	A	8.54	A		
USGS	02321500	2008-04-26	36	A	8.46	A		
USGS	02321500	2008-04-27	32	A	8.37	A		
USGS	02321500	2008-04-28	30	A	8.31	A		
USGS	02321500	2008-04-29	30	A	8.33	A		
USGS	02321500	2008-04-30	27	A	8.23	A		
USGS	02321500	2008-05-01	23	A	8.14	A		
USGS	02321500	2008-05-02	20	A	8.06	A		
USGS	02321500	2008-05-03	18	A	8.00	A		
USGS	02321500	2008-05-04	16	A	7.94	A		
USGS	02321500	2008-05-05	14	A	7.88	A		
USGS	02321500	2008-05-06	14	A	7.86	A		
USGS	02321500	2008-05-07	16	A	7.92	A		
USGS	02321500	2008-05-08	15	A	7.90	A		
USGS	02321500	2008-05-09	13	A	7.82	A		
USGS	02321500	2008-05-10	11	A	7.74	A		
USGS	02321500	2008-05-11	9.4	A	7.68	A		
USGS	02321500	2008-05-12	7.7	A	7.61	A		
USGS	02321500	2008-05-13	6.3	A	7.53	A		
USGS	02321500	2008-05-14	5.4	A	7.48	A		
USGS	02321500	2008-05-15	4.7	A	7.44	A		
USGS	02321500	2008-05-16	4.3	A	7.42	A		
USGS	02321500	2008-05-17	4.8	A	7.45	A		
USGS	02321500	2008-05-18	4.1	A	7.41	A		
USGS	02321500	2008-05-19	4.1	A	7.41	A		
USGS	02321500	2008-05-20	3.5	A	7.36	A		
USGS	02321500	2008-05-21	2.9	A	7.32	A		
USGS	02321500	2008-05-22	2.6	A	7.30	A		
USGS	02321500	2008-05-23	2.5	A	7.29	A		
USGS	02321500	2008-05-24	2.5	A	7.29	A		
USGS	02321500	2008-05-25	2.1	A	7.26	A		
USGS	02321500	2008-05-26	1.8	A	7.22	A		
USGS	02321500	2008-05-27	1.5	A	7.19	A		
USGS	02321500	2008-05-28	1.1	A	7.15	A		
USGS	02321500	2008-05-29	0.78	A	7.10	A		
USGS	02321500	2008-05-30	0.53	A	7.06	A		
USGS	02321500	2008-05-31	0.35	A	7.03	A		
USGS	02321500	2008-06-01	0.24	A	7.00	A		
USGS	02321500	2008-06-02	0.17	A	6.98	A		
USGS	02321500	2008-06-03	0.13	A	6.97	A		
USGS	02321500	2008-06-04	0.07	A	6.94	A		
USGS	02321500	2008-06-05	0.03	A	6.91	A		
USGS	02321500	2008-06-06	0.01	A	6.88	A		
USGS	02321500	2008-06-07	0.00	A	6.84	A		
USGS	02321500	2008-06-08	0.00	A	6.80	A		
USGS	02321500	2008-06-09	0.00	A	6.76	A		
USGS	02321500	2008-06-10	0.00	A	6.75	A		
USGS	02321500	2008-06-11	0.00	A	6.84	A		
USGS	02321500	2008-06-12	0.05	A	6.93	A		
USGS	02321500	2008-06-13	1.7	A	7.18	A		
USGS	02321500	2008-06-14	3.3	A	7.35	A		
USGS	02321500	2008-06-15	3.7	A	7.38	A		
USGS	02321500	2008-06-16	2.5	A	7.29	A		
USGS	02321500	2008-06-17	2.1	A	7.25	A		
USGS	02321500	2008-06-18	3.9	A	7.39	A		
USGS	02321500	2008-06-19	3.4	A	7.36	A		
USGS	02321500	2008-06-20	2.4	A	7.28	A		
USGS	02321500	2008-06-21	1.6	A	7.21	A		
USGS	02321500	2008-06-22	1.5	A	7.19	A		
USGS	02321500	2008-06-23	1.3	A	7.17	A		
USGS	02321500	2008-06-24	1.00	A	7.13	A		
USGS	02321500	2008-06-25	0.60	A	7.08	A		
USGS	02321500	2008-06-26	0.35	A	7.03	A		
USGS	02321500	2008-06-27	0.22	A	7.00	A		
USGS	02321500	2008-06-28	0.16	A	6.98	A		
USGS	02321500	2008-06-29	0.10	A	6.96	A		
USGS	02321500	2008-06-30	0.07	A	6.94	A		
USGS	02321500	2008-07-01	0.13	A	6.97	A		
USGS	02321500	2008-07-02	0.15	A	6.97	A		
USGS	02321500	2008-07-03	1.6	A	7.20	A		
USGS	02321500	2008-07-04	2.4	A	7.28	A		
USGS	02321500	2008-07-05	2.0	A	7.24	A		
USGS	02321500	2008-07-06	1.5	A	7.20	A		
USGS	02321500	2008-07-07	1.1	A	7.15	A		
USGS	02321500	2008-07-08	5.2	A	7.41	A		
USGS	02321500	2008-07-09	25	A	8.18	A		
USGS	02321500	2008-07-10	43	A	8.61	A		
USGS	02321500	2008-07-11	39	A	8.52	A		
USGS	02321500	2008-07-12	29	A	8.30	A		
USGS	02321500	2008-07-13	28	A	8.26	A		
USGS	02321500	2008-07-14	27	A	8.23	A		
USGS	02321500	2008-07-15	27	A	8.24	A		
USGS	02321500	2008-07-16	41	A	8.56	A		
USGS	02321500	2008-07-17	38	A	8.51	A		
USGS	02321500	2008-07-18	37	A	8.48	A		
USGS	02321500	2008-07-19	41	A	8.56	A		
USGS	02321500	2008-07-20	41	A	8.56	A		
USGS	02321500	2008-07-21	35	A	8.44	A		
USGS	02321500	2008-07-22	30	A	8.31	A		
USGS	02321500	2008-07-23	28	A	8.26	A		
USGS	02321500	2008-07-24	31	A	8.35	A		
USGS	02321500	2008-07-25	32	A	8.36	A		
USGS	02321500	2008-07-26	52	A	8.80	A		
USGS	02321500	2008-07-27	49	A	8.72	A		
USGS	02321500	2008-07-28	52	A	8.79	A		
USGS	02321500	2008-07-29	51	A	8.77	A		
USGS	02321500	2008-07-30	66	A	9.12	A		
USGS	02321500	2008-07-31	78	A	9.38	A		
USGS	02321500	2008-08-01	92	A	9.64	A		
USGS	02321500	2008-08-02	124	A	10.18	A		
USGS	02321500	2008-08-03	139	A	10.39	A		
USGS	02321500	2008-08-04	129	A	10.25	A		
USGS	02321500	2008-08-05	103	A	9.84	A		
USGS	02321500	2008-08-06	80	A	9.42	A		
USGS	02321500	2008-08-07	62	A	9.04	A		
USGS	02321500	2008-08-08	49	A	8.72	A		
USGS	02321500	2008-08-09	40	A	8.55	A		
USGS	02321500	2008-08-10	37	A	8.48	A		
USGS	02321500	2008-08-11	25	A	8.19	A		
USGS	02321500	2008-08-12	22	A	8.10	A		
USGS	02321500	2008-08-13	26	A	8.21	A		
USGS	02321500	2008-08-14	38	A	8.49	A		
USGS	02321500	2008-08-15	49	A	8.72	A		
USGS	02321500	2008-08-16	60	A	8.98	A		
USGS	02321500	2008-08-17	69	A	9.19	A		
USGS	02321500	2008-08-18	96	A	9.72	A		
USGS	02321500	2008-08-19	137	A	10.36	A		
USGS	02321500	2008-08-20	155	A	10.59	A		
USGS	02321500	2008-08-21	171	A	10.78	A		
USGS	02321500	2008-08-22	337	A	12.20	A		
USGS	02321500	2008-08-23	1050	A	14.84	A		
USGS	02321500	2008-08-24	4020	A	19.06	A		
USGS	02321500	2008-08-25	5950	A	20.74	A		
USGS	02321500	2008-08-26	5840	A	20.66	A		
USGS	02321500	2008-08-27	4870	A	19.89	A		
USGS	02321500	2008-08-28	3810	A	18.94	A		
USGS	02321500	2008-08-29	2980	A	18.05	A		
USGS	02321500	2008-08-30	2380	A	17.30	A		
USGS	02321500	2008-08-31	1970	A	16.71	A		
USGS	02321500	2008-09-01	1650	A	16.17	A		
USGS	02321500	2008-09-02	1370	A	15.66	A		
USGS	02321500	2008-09-03	1150	A	15.18	A		
USGS	02321500	2008-09-04	944	A	14.69	A		
USGS	02321500	2008-09-05	774	A	14.22	A		
USGS	02321500	2008-09-06	648	A	13.83	A		
USGS	02321500	2008-09-07	551	A	13.44	A		
USGS	02321500	2008-09-08	469	A	13.09	A		
USGS	02321500	2008-09-09	412	A	12.79	A		
USGS	02321500	2008-09-10	369	A	12.53	A		
USGS	02321500	2008-09-11	351	A	12.41	A		
USGS	02321500	2008-09-12	343	A	12.36	A		
USGS	02321500	2008-09-13	363	A	12.49	A		
USGS	02321500	2008-09-14	352	A	12.42	A		
USGS	02321500	2008-09-15	303	A	12.07	A		
USGS	02321500	2008-09-16	247	A	11.59	A		
USGS	02321500	2008-09-17	212	A	11.25	A		
USGS	02321500	2008-09-18	195	A	11.07	A		
USGS	02321500	2008-09-19	209	A	11.22	A		
USGS	02321500	2008-09-20	211	A	11.24	A		
USGS	02321500	2008-09-21	196	A	11.08	A		
USGS	02321500	2008-09-22	179	A	10.89	A		
USGS	02321500	2008-09-23	168	A	10.76	A		
USGS	02321500	2008-09-24	160	A	10.66	A		
USGS	02321500	2008-09-25	152	A	10.56	A		
USGS	02321500	2008-09-26	142	A	10.43	A		
USGS	02321500	2008-09-27	130	A	10.26	A		
USGS	02321500	2008-09-28	118	A	10.08	A		
USGS	02321500	2008-09-29	107	A	9.91	A		
USGS	02321500	2008-09-30	98	A	9.76	A		
USGS	02321500	2008-10-01	90	A	9.61	A		
USGS	02321500	2008-10-02	82	A	9.47	A		
USGS	02321500	2008-10-03	76	A	9.34	A		
USGS	02321500	2008-10-04	71	A	9.24	A		
USGS	02321500	2008-10-05	67	A	9.16	A		
USGS	02321500	2008-10-06	64	A	9.10	A		
USGS	02321500	2008-10-07	62	A	9.04	A		
USGS	02321500	2008-10-08	61	A	9.02	A		
USGS	02321500	2008-10-09	71	A	9.24	A		
USGS	02321500	2008-10-10	120	A	10.09	A		
USGS	02321500	2008-10-11	137	A	10.34	A		
USGS	02321500	2008-10-12	128	A	10.21	A		
USGS	02321500	2008-10-13	117	A	10.06	A		
USGS	02321500	2008-10-14	105	A	9.87	A		
USGS	02321500	2008-10-15	98	A	9.75	A		
USGS	02321500	2008-10-16	90	A	9.62	A		
USGS	02321500	2008-10-17	85	A	9.52	A		
USGS	02321500	2008-10-18	80	A	9.43	A		
USGS	02321500	2008-10-19	74	A	9.31	A		
USGS	02321500	2008-10-20	69	A	9.19	A		
USGS	02321500	2008-10-21	64	A	9.09	A		
USGS	02321500	2008-10-22	60	A	8.99	A		
USGS	02321500	2008-10-23	56	A	8.91	A		
USGS	02321500	2008-10-24	58	A	8.95	A		
USGS	02321500	2008-10-25	62	A	9.05	A		
USGS	02321500	2008-10-26	65	A	9.11	A		
USGS	02321500	2008-10-27	62	A	9.04	A		
USGS	02321500	2008-10-28	57	A	8.92	A		
USGS	02321500	2008-10-29	53	A	8.82	A		
USGS	02321500	2008-10-30	49	A	8.74	A		
USGS	02321500	2008-10-31	47	A	8.68	A		
USGS	02321500	2008-11-01	45	A	8.62	A		
USGS	02321500	2008-11-02	44	A	8.59	A		
USGS	02321500	2008-11-03	42	A	8.56	A		
USGS	02321500	2008-11-04	41	A	8.53	A		
USGS	02321500	2008-11-05	41	A	8.52	A		
USGS	02321500	2008-11-06	41	A	8.51	A		
USGS	02321500	2008-11-07	40	A	8.49	A		
USGS	02321500	2008-11-08	39	A	8.47	A		
USGS	02321500	2008-11-09	38	A	8.43	A		
USGS	02321500	2008-11-10	37	A	8.40	A		
USGS	02321500	2008-11-11	36	A	8.36	A		
USGS	02321500	2008-11-12	35	A	8.34	A		
USGS	02321500	2008-11-13	35	A	8.35	A		
USGS	02321500	2008-11-14	35	A	8.36	A		
USGS	02321500	2008-11-15	36	A	8.37	A		
USGS	02321500	2008-11-16	38	A	8.42	A		
USGS	02321500	2008-11-17	38	A	8.42	A		
USGS	02321500	2008-11-18	36	A	8.37	A		
USGS	02321500	2008-11-19	34	A	8.31	A		
USGS	02321500	2008-11-20	33	A	8.27	A		
USGS	02321500	2008-11-21	32	A	8.25	A		
USGS	02321500	2008-11-22	31	A	8.23	A		
USGS	02321500	2008-11-23	31	A	8.22	A		
USGS	02321500	2008-11-24	30	A	8.21	A		
USGS	02321500	2008-11-25	30	A	8.21	A		
USGS	02321500	2008-11-26	30	A	8.19	A		
USGS	02321500	2008-11-27	29	A	8.18	A		
USGS	02321500	2008-11-28	29	A	8.18	A		
USGS	02321500	2008-11-29	29	A	8.17	A		
USGS	02321500	2008-11-30	33	A	8.28	A		
USGS	02321500	2008-12-01	46	A	8.65	A		
USGS	02321500	2008-12-02	56	A	8.89	A		
USGS	02321500	2008-12-03	53	A	8.82	A		
USGS	02321500	2008-12-04	49	A	8.73	A		
USGS	02321500	2008-12-05	46	A	8.64	A		
USGS	02321500	2008-12-06	43	A	8.56	A		
USGS	02321500	2008-12-07	40	A	8.50	A		
USGS	02321500	2008-12-08	39	A	8.45	A		
USGS	02321500	2008-12-09	38	A	8.43	A		
USGS	02321500	2008-12-10	37	A	8.40	A		
USGS	02321500	2008-12-11	40	A	8.48	A		
USGS	02321500	2008-12-12	50	A	8.75	A		
USGS	02321500	2008-12-13	51	A	8.77	A		
USGS	02321500	2008-12-14	48	A	8.71	A		
USGS	02321500	2008-12-15	48	A	8.69	A		
USGS	02321500	2008-12-16	47	A	8.67	A		
USGS	02321500	2008-12-17	45	A	8.63	A		
USGS	02321500	2008-12-18	44	A	8.60	A		
USGS	02321500	2008-12-19	43	A	8.56	A		
USGS	02321500	2008-12-20	41	A	8.53	A		
USGS	02321500	2008-12-21	41	A	8.50	A		
USGS	02321500	2008-12-22	39	A	8.45	A		
USGS	02321500	2008-12-23	37	A	8.41	A		
USGS	02321500	2008-12-24	36	A	8.39	A		
USGS	02321500	2008-12-25	35	A	8.36	A		
USGS	02321500	2008-12-26	35	A	8.34	A		
USGS	02321500	2008-12-27	35	A	8.33	A		
USGS	02321500	2008-12-28	34	A	8.32	A		
USGS	02321500	2008-12-29	34	A	8.30	A		
USGS	02321500	2008-12-30	33	A	8.28	A		
USGS	02321500	2008-12-31	32	A	8.25	A		
USGS	02321500	2009-01-01	31	A	8.23	A		
USGS	02321500	2009-01-02	30	A	8.21	A		
USGS	02321500	2009-01-03	30	A	8.20	A		
USGS	02321500	2009-01-04	30	A	8.19	A		
USGS	02321500	2009-01-05	30	A	8.19	A		
USGS	02321500	2009-01-06	30	A	8.19	A		
USGS	02321500	2009-01-07	30	A	8.20	A		
USGS	02321500	2009-01-08	29	A	8.18	A		
USGS	02321500	2009-01-09	29	A	8.16	A		
USGS	02321500	2009-01-10	28	A	8.13	A		
USGS	02321500	2009-01-11	27	A	8.11	A		
USGS	02321500	2009-01-12	27	A	8.12	A		
USGS	02321500	2009-01-13	35	A	8.33	A		
USGS	02321500	2009-01-14	49	A	8.74	A		
USGS	02321500	2009-01-15	54	A	8.85	A		
USGS	02321500	2009-01-16	51	A	8.78	A		
USGS	02321500	2009-01-17	48	A	8.72	A		
USGS	02321500	2009-01-18	46	A	8.66	A		
USGS	02321500	2009-01-19	45	A	8.62	A		
USGS	02321500	2009-01-20	43	A	8.57	A		
USGS	02321500	2009-01-21	41	A	8.53	A		
USGS	02321500	2009-01-22	40	A	8.49	A		
USGS	02321500	2009-01-23	40	A	8.48	A		
USGS	02321500	2009-01-24	42	A	8.54	A		
USGS	02321500	2009-01-25	43	A	8.56	A		
USGS	02321500	2009-01-26	42	A	8.54	A		
USGS	02321500	2009-01-27	41	A	8.52	A		
USGS	02321500	2009-01-28	41	A	8.51	A		
USGS	02321500	2009-01-29	77	A	9.32	A		
USGS	02321500	2009-01-30	151	A	10.52	A		
USGS	02321500	2009-01-31	182	A	10.89	A		
USGS	02321500	2009-02-01	199	A	11.08	A		
USGS	02321500	2009-02-02	200	A	11.09	A		
USGS	02321500	2009-02-03	188	A	10.96	A		
USGS	02321500	2009-02-04	168	A	10.73	A		
USGS	02321500	2009-02-05	149	A	10.50	A		
USGS	02321500	2009-02-06	138	A	10.35	A		
USGS	02321500	2009-02-07	127	A	10.20	A		
USGS	02321500	2009-02-08	117	A	10.06	A		
USGS	02321500	2009-02-09	110	A	9.96	A		
USGS	02321500	2009-02-10	104	A	9.85	A		
USGS	02321500	2009-02-11	97	A	9.74	A		
USGS	02321500	2009-02-12	92	A	9.66	A		
USGS	02321500	2009-02-13	87	A	9.56	A		
USGS	02321500	2009-02-14	84	A	9.50	A		
USGS	02321500	2009-02-15	85	A	9.53	A		
USGS	02321500	2009-02-16	84	A	9.50	A		
USGS	02321500	2009-02-17	79	A	9.41	A		
USGS	02321500	2009-02-18	74	A	9.31	A		
USGS	02321500	2009-02-19	77	A	9.36	A		
USGS	02321500	2009-02-20	89	A	9.60	A		
USGS	02321500	2009-02-21	95	A	9.71	A		
USGS	02321500	2009-02-22	89	A	9.60	A		
USGS	02321500	2009-02-23	81	A	9.45	A		
USGS	02321500	2009-02-24	76	A	9.35	A		
USGS	02321500	2009-02-25	71	A	9.24	A		
USGS	02321500	2009-02-26	67	A	9.14	A		
USGS	02321500	2009-02-27	63	A	9.06	A		
USGS	02321500	2009-02-28	60	A	9.00	A		
USGS	02321500	2009-03-01	62	A	9.04	A		
USGS	02321500	2009-03-02	65	A	9.11	A		
USGS	02321500	2009-03-03	64	A	9.10	A		
USGS	02321500	2009-03-04	61	A	9.02	A		
USGS	02321500	2009-03-05	58	A	8.95	A		
USGS	02321500	2009-03-06	55	A	8.89	A		
USGS	02321500	2009-03-07	53	A	8.83	A		
USGS	02321500	2009-03-08	51	A	8.78	A		
USGS	02321500	2009-03-09	49	A	8.73	A		
USGS	02321500	2009-03-10	47	A	8.68	A		
USGS	02321500	2009-03-11	45	A	8.62	A		
USGS	02321500	2009-03-12	43	A	8.57	A		
USGS	02321500	2009-03-13	41	A	8.52	A		
USGS	02321500	2009-03-14	40	A	8.48	A		
USGS	02321500	2009-03-15	38	A	8.43	A		
USGS	02321500	2009-03-16	36	A	8.39	A		
USGS	02321500	2009-03-17	35	A	8.34	A		
USGS	02321500	2009-03-18	34	A	8.30	A		
USGS	02321500	2009-03-19	33	A	8.28	A		
USGS	02321500	2009-03-20	31	A	8.23	A		
USGS	02321500	2009-03-21	29	A	8.18	A		
USGS	02321500	2009-03-22	28	A	8.14	A		
USGS	02321500	2009-03-23	27	A	8.12	A		
USGS	02321500	2009-03-24	29	A	8.18	A		
USGS	02321500	2009-03-25	30	A	8.19	A		
USGS	02321500	2009-03-26	29	A	8.18	A		
USGS	02321500	2009-03-27	28	A	8.15	A		
USGS	02321500	2009-03-28	30	A	8.19	A		
USGS	02321500	2009-03-29	49	A	8.71	A		
USGS	02321500	2009-03-30	104	A	9.85	A		
USGS	02321500	2009-03-31	127	A	10.20	A		
USGS	02321500	2009-04-01	183	A	10.87	A		
USGS	02321500	2009-04-02	457	A	12.98	A		
USGS	02321500	2009-04-03	667	A	13.89	A		
USGS	02321500	2009-04-04	798	A	14.29	A		
USGS	02321500	2009-04-05	916	A	14.62	A		
USGS	02321500	2009-04-06	1040	A	14.94	A		
USGS	02321500	2009-04-07	995	A	14.82	A		
USGS	02321500	2009-04-08	838	A	14.41	A		
USGS	02321500	2009-04-09	655	A	13.84	A		
USGS	02321500	2009-04-10	492	A	13.18	A		
USGS	02321500	2009-04-11	372	A	12.54	A		
USGS	02321500	2009-04-12	293	A	11.97	A		
USGS	02321500	2009-04-13	240	A	11.49	A		
USGS	02321500	2009-04-14	225	A	11.35	A		
USGS	02321500	2009-04-15	220	A	11.30	A		
USGS	02321500	2009-04-16	221	A	11.31	A		
USGS	02321500	2009-04-17	222	A	11.32	A		
USGS	02321500	2009-04-18	205	A	11.14	A		
USGS	02321500	2009-04-19	182	A	10.89	A		
USGS	02321500	2009-04-20	167	A	10.72	A		
USGS	02321500	2009-04-21	161	A	10.64	A		
USGS	02321500	2009-04-22	143	A	10.43	A		
USGS	02321500	2009-04-23	132	A	10.27	A		
USGS	02321500	2009-04-24	117	A	10.06	A		
USGS	02321500	2009-04-25	100	A	9.79	A		
USGS	02321500	2009-04-26	86	A	9.53	A		
USGS	02321500	2009-04-27	75	A	9.31	A		
USGS	02321500	2009-04-28	66	A	9.12	A		
USGS	02321500	2009-04-29	58	A	8.96	A		
USGS	02321500	2009-04-30	52	A	8.81	A		
USGS	02321500	2009-05-01	47	A	8.68	A		
USGS	02321500	2009-05-02	43	A	8.58	A		
USGS	02321500	2009-05-03	40	A	8.48	A		
USGS	02321500	2009-05-04	36	A	8.39	A		
USGS	02321500	2009-05-05	34	A	8.31	A		
USGS	02321500	2009-05-06	31	A	8.23	A		
USGS	02321500	2009-05-07	29	A	8.16	A		
USGS	02321500	2009-05-08	27	A	8.11	A		
USGS	02321500	2009-05-09	25	A	8.05	A		
USGS	02321500	2009-05-10	23	A	7.99	A		
USGS	02321500	2009-05-11	22	A	7.94	A		
USGS	02321500	2009-05-12	20	A	7.90	A		
USGS	02321500	2009-05-13	20	A	7.88	A		
USGS	02321500	2009-05-14	20	A	7.88	A		
USGS	02321500	2009-05-15	25	A	8.06	A		
USGS	02321500	2009-05-16	31	A	8.23	A		
USGS	02321500	2009-05-17	28	A	8.15	A		
USGS	02321500	2009-05-18	26	A	8.07	A		
USGS	02321500	2009-05-19	27	A	8.10	A		
USGS	02321500	2009-05-20	39	A	8.46	A		
USGS	02321500	2009-05-21	96	A	9.67	A		
USGS	02321500	2009-05-22	216	A	11.23	A		
USGS	02321500	2009-05-23	403	A	12.76	A		
USGS	02321500	2009-05-24	1070	A	15.30	A		
USGS	02321500	2009-05-25	1780	A	16.84	A		
USGS	02321500	2009-05-26	2160	A	17.37	A		
USGS	02321500	2009-05-27	2160	A	17.38	A		
USGS	02321500	2009-05-28	2090	A	17.27	A		
USGS	02321500	2009-05-29	2050	A	17.22	A		
USGS	02321500	2009-05-30	2030	A	17.20	A		
USGS	02321500	2009-05-31	1820	A	16.90	A		
USGS	02321500	2009-06-01	1510	A	16.40	A		
USGS	02321500	2009-06-02	1240	A	15.82	A		
USGS	02321500	2009-06-03	1010	A	15.21	A		
USGS	02321500	2009-06-04	785	A	14.53	A		
USGS	02321500	2009-06-05	677	A	14.16	A		
